git	0:2.55.0-1.fc44	aarch64
git-core	0:2.55.0-1.fc44	aarch64
git-core-doc	0:2.55.0-1.fc44	noarch
glib2	0:2.88.2-1.fc44	aarch64
glibc	0:2.43-7.fc44	aarch64
glibc-all-langpacks	0:2.43-7.fc44	aarch64
glibc-common	0:2.43-7.fc44	aarch64
glibc-devel	0:2.43-7.fc44	aarch64
glibc-gconv-extra	0:2.43-7.fc44	aarch64
glibc-minimal-langpack	0:2.43-7.fc44	aarch64
glibmm2.4	0:2.66.9-1.fc44	aarch64
glibmm2.68	0:2.88.1-1.fc44	aarch64
glib-networking	0:2.80.1-4.fc44	aarch64
glx-utils	0:9.0.0-11.fc44	aarch64
